WormBase.ID	Public.Gene.Name	Sequence.ID	Affy.Probe.Set.ID
WBGene00005023	sqv-5	T24D1.1a	174647_at
WBGene00005023	sqv-5	T24D1.1a	178241_at
WBGene00011985	T24D1.2	T24D1.2	193672_s_at
WBGene00011986	T24D1.3	T24D1.3	177620_s_at
WBGene00007043	tag-179	T24D1.4	190489_at
WBGene00007043	tag-179	T24D1.4	190490_s_at
WBGene00011988	har-2	T24D1.5	175471_s_at
WBGene00020770	eat-17	T24D11.1a	184809_at
WBGene00020770	eat-17	T24D11.1a	186503_at
WBGene00003180	med-1	T24D3.1	188376_at
WBGene00011989	T24D5.1	T24D5.1	177756_at
WBGene00011990	T24D5.2	T24D5.2	177863_at
WBGene00011991	T24D5.3	T24D5.3	177610_at
WBGene00011992	T24D5.4	T24D5.4	189702_at
WBGene00011993	T24D5.5	T24D5.5	177720_at
WBGene00020767	lgc-40	T24D8.1	192279_at
WBGene00003760	nlp-22	T24D8.3	188082_at
WBGene00003761	nlp-23	T24D8.4	187977_at
WBGene00003740	nlp-2	T24D8.5	193104_at
WBGene00020769	T24D8.6	T24D8.6	172332_at
WBGene00020777	T24E12.10	T24E12.10	186848_at
WBGene00020777	T24E12.10	T24E12.10	184859_s_at
WBGene00020778	T24E12.11	T24E12.11	186797_s_at
WBGene00195077	T24E12.13	T24E12.13	185196_at
WBGene00020772	T24E12.2	T24E12.2	184901_at
WBGene00020773	T24E12.3	T24E12.3	184977_at
WBGene00006002	srx-111	T24E12.4	185134_at
WBGene00020774	T24E12.5	T24E12.5	176349_s_at
WBGene00020775	T24E12.6	T24E12.6a	184781_at
WBGene00006003	srx-112	T24E12.8	185018_at
WBGene00006414	raga-1	T24F1.1	189743_s_at
WBGene00011994	samp-1	T24F1.2	179304_at
WBGene00011995	rsf-1	T24F1.3a	189683_at
WBGene00011996	T24F1.4	T24F1.4	178526_at
WBGene00011997	T24F1.5	T24F1.5	172236_x_at
WBGene00007041	tag-180	T24F1.6a	192033_s_at
WBGene00020779	T24G10.2	T24G10.2	173758_at
WBGene00020779	T24G10.2	T24G10.2	185346_s_at
WBGene00012000	T24H10.1	T24H10.1	191738_at
WBGene00001041	dnj-23	T24H10.3	173845_at
WBGene00001041	dnj-23	T24H10.3	188951_s_at
WBGene00012002	T24H10.4	T24H10.4	181621_at
WBGene00012003	T24H10.5	T24H10.5	180565_at
WBGene00012004	dyrb-1	T24H10.6	190919_at
WBGene00012005	1-Jun	T24H10.7a	188946_at
WBGene00012005	1-Jun	T24H10.7a	180818_at
WBGene00004015	phb-2	T24H7.1	189029_s_at
WBGene00020781	T24H7.2	T24H7.2	173064_at
WBGene00020781	T24H7.2	T24H7.2	183918_s_at
WBGene00020782	T24H7.3	T24H7.3	181940_at
WBGene00020783	blos-4	T24H7.4	181646_at
WBGene00020784	tat-4	T24H7.5a	175017_s_at
WBGene00020784	tat-4	T24H7.5a	172707_x_at
WBGene00020784	tat-4	T24H7.5a	188289_s_at
WBGene00020785	T25B2.1	T25B2.1	181266_at
WBGene00020786	T25B2.2	T25B2.2a	181181_at
WBGene00020787	T25B6.1	T25B6.1	183140_at
WBGene00020788	nep-22	T25B6.2	190121_s_at
WBGene00020789	T25B6.3	T25B6.3	183022_at
WBGene00020790	T25B6.4	T25B6.4	182617_at
WBGene00020791	T25B6.5	T25B6.5	181700_at
WBGene00020792	T25B6.6	T25B6.6	183218_at
WBGene00004911	snf-12	T25B6.7	193536_at
WBGene00012007	T25B9.1	T25B9.1	191840_s_at
WBGene00012016	inpp-1	T25B9.10a	192767_at
WBGene00012008	T25B9.2	T25B9.2	192715_s_at
WBGene00012009	T25B9.3	T25B9.3a	179144_at
WBGene00012010	T25B9.4	T25B9.4	193964_at
WBGene00012010	T25B9.4	T25B9.4	193965_s_at
WBGene00012011	T25B9.5	T25B9.5	193966_s_at
WBGene00012012	T25B9.6	T25B9.6	179673_at
WBGene00012013	ugt-54	T25B9.7	191434_at
WBGene00012014	T25B9.8	T25B9.8	175063_s_at
WBGene00012014	T25B9.8	T25B9.8	189863_at
WBGene00012015	T25B9.9	T25B9.9	192241_at
WBGene00003003	lin-14	T25C12.1a	193913_s_at
WBGene00004994	spp-9	T25C12.2	183197_at
WBGene00012018	T25C12.3	T25C12.3	188823_s_at
WBGene00012017	T25C8.1	T25C8.1	178745_at
WBGene00000067	ACT-5	T25C8.2	189551_s_at
NA	NA	T25C8.3	189946_at
WBGene00020793	T25D1.1	T25D1.1	182568_at
WBGene00020795	T25D1.3	T25D1.3	191599_at
WBGene00020799	T25D10.1	T25D10.1	187705_at
WBGene00020800	zig-10	T25D10.2a	184959_at
WBGene00004996	spp-11	T25D10.3	187701_at
WBGene00020801	T25D10.4	T25D10.4	187681_at
WBGene00020796	mrpl-28	T25D3.2	183795_s_at
WBGene00020797	T25D3.3	T25D3.3	187881_at
WBGene00020798	T25D3.4	T25D3.4	176101_at
WBGene00012025	clec-38	T25E12.10	193877_at
WBGene00012026	srz-100	T25E12.11	184509_at
WBGene00012019	dkf-2	T25E12.4a	194083_s_at
WBGene00012019	dkf-2	T25E12.4a	185595_at
WBGene00012019	dkf-2	T25E12.4a	185596_s_at
WBGene00012020	gyg-2	T25E12.5	173804_s_at
WBGene00012021	T25E12.6	T25E12.6	183836_at
WBGene00012022	clec-39	T25E12.7	193853_at
WBGene00012023	clec-34	T25E12.8	189075_at
WBGene00012024	clec-29	T25E12.9	193850_s_at
WBGene00020803	T25E4.1	T25E4.1	187428_at
WBGene00020804	T25E4.2	T25E4.2	190327_at
WBGene00020805	T25F10.1	T25F10.1	186454_at
WBGene00000936	dbl-1	T25F10.2	175643_s_at
WBGene00000936	dbl-1	T25F10.2	193109_s_at
WBGene00020806	T25F10.3	T25F10.3	175193_at
WBGene00020806	T25F10.3	T25F10.3	186385_at
WBGene00020807	T25F10.4	T25F10.4	185905_at
WBGene00000244	bbs-8	T25F10.5	186256_at
WBGene00020808	clik-1	T25F10.6a	190546_s_at
WBGene00020809	T25G12.1	T25G12.1	186019_at
WBGene00219274	T25G12.13	T25G12.13	187028_s_at
WBGene00020810	T25G12.2	T25G12.2	189212_at
WBGene00020811	T25G12.3	T25G12.3	186041_at
WBGene00004270	rab-6.2	T25G12.4	194144_s_at
WBGene00004270	rab-6.2	T25G12.4	190201_s_at
WBGene00020812	acdh-7	T25G12.5	174581_s_at
WBGene00020812	acdh-7	T25G12.5	190819_s_at
WBGene00020813	T25G12.6	T25G12.6	185039_s_at
WBGene00000993	dhs-30	T25G12.7	189186_at
NA	NA	T25G12.8	185041_at
NA	NA	T25G12.9	172785_x_at
WBGene00012029	T25G3.1	T25G3.1	177488_at
WBGene00000496	chs-1	T25G3.2	192070_at
WBGene00012030	T25G3.3	T25G3.3	193586_at
WBGene00012031	T25G3.4	T25G3.4	193752_s_at
WBGene00007060	wht-6	T26A5.1	184072_at
WBGene00020819	T26A5.2	T26A5.2a	183622_s_at
WBGene00006463	nduf-2.2	T26A5.3	192150_at
WBGene00020820	algn-1	T26A5.4	190891_at
WBGene00020821	jhdm-1	T26A5.5a	174118_at
WBGene00020821	jhdm-1	T26A5.5a	174494_s_at
WBGene00020821	jhdm-1	T26A5.5a	184061_at
WBGene00020822	T26A5.6	T26A5.6	182932_at
WBGene00004781	set-1	T26A5.7a	188087_at
WBGene00020823	T26A5.8	T26A5.8	183254_at
WBGene00001005	dlc-1	T26A5.9	173606_s_at
WBGene00001005	dlc-1	T26A5.9	173665_at
WBGene00020824	T26A8.1	T26A8.1	175087_at
WBGene00020824	T26A8.1	T26A8.1	183297_at
WBGene00020825	tmem-231	T26A8.2	183753_at
WBGene00020826	T26A8.3	T26A8.3	183394_at
WBGene00020827	T26A8.4	T26A8.4	174600_at
WBGene00020827	T26A8.4	T26A8.4	183481_s_at
WBGene00006560	tbx-41	T26C11.1	189631_at
WBGene00020828	T26C11.2	T26C11.2	193492_at
WBGene00020829	T26C11.3	T26C11.3	184792_at
WBGene00020830	T26C11.4	T26C11.4a	173559_at
WBGene00020830	T26C11.4	T26C11.4a	184614_s_at
WBGene00000462	ceh-41	T26C11.5	193249_at
WBGene00000462	ceh-41	T26C11.5	175360_at
WBGene00000444	ceh-21	T26C11.6	174031_at
WBGene00000444	ceh-21	T26C11.6	190942_at
WBGene00000444	ceh-21	T26C11.6	174867_at
WBGene00000460	ceh-39	T26C11.7	175419_at
WBGene00000460	ceh-39	T26C11.7	174323_at
WBGene00000460	ceh-39	T26C11.7	190946_at
WBGene00020831	T26C12.1	T26C12.1	190488_at
WBGene00020832	T26C12.2	T26C12.2	184314_at
WBGene00001548	gcy-23	T26C12.4	188251_at
WBGene00044469	clec-173	T26C12.6	184328_s_at
WBGene00001761	gst-13	T26C5.1	190852_at
WBGene00012032	T26C5.2	T26C5.2	177643_at
WBGene00012033	T26C5.3	T26C5.3a	174780_at
WBGene00012033	T26C5.3	T26C5.3a	189361_s_at
WBGene00012034	T26C5.4	T26C5.4	177598_at
WBGene00012036	clec-103	T26E3.1	188902_at
WBGene00003578	ndx-1	T26E3.2	189529_at
WBGene00003921	par-6	T26E3.3a	175652_at
WBGene00003921	par-6	T26E3.3a	193702_s_at
WBGene00012037	T26E3.4	T26E3.4	173393_s_at
WBGene00012037	T26E3.4	T26E3.4	179392_s_at
WBGene00012038	T26E3.5	T26E3.5	179100_at
WBGene00012039	T26E3.6	T26E3.6	188379_at
WBGene00012040	T26E3.7	T26E3.7	192728_at
WBGene00012041	T26E3.8	T26E3.8	178897_s_at
WBGene00005051	sra-25	T26E3.9	189969_at
WBGene00012043	irld-52	T26E4.1	177954_at
WBGene00012052	T26E4.10	T26E4.10	180290_at
NA	NA	T26E4.11	194051_s_at
WBGene00005105	srd-27	T26E4.12	180907_at
WBGene00012054	srsx-38	T26E4.14	193444_at
WBGene00012044	T26E4.2	T26E4.2	178235_at
WBGene00012045	T26E4.3	T26E4.3	177562_at
WBGene00012046	T26E4.4	T26E4.4	178117_at
NA	NA	T26E4.5	178152_at
NA	NA	T26E4.6	177526_at
WBGene00012049	T26E4.7	T26E4.7	177538_at
WBGene00012050	nhr-223	T26E4.8	194106_at
WBGene00012051	T26E4.9	T26E4.9	178084_at
WBGene00045401	eol-1	T26F2.3	179301_at
WBGene00012059	T26G10.1	T26G10.1	189331_s_at
WBGene00012060	T26G10.3	T26G10.3	190949_at
WBGene00012061	T26G10.4	T26G10.4	187416_at
WBGene00012062	T26G10.5	T26G10.5	187573_at
WBGene00000955	des-2	T26H10.1a	175827_at
WBGene00000955	des-2	T26H10.1a	193423_s_at
WBGene00012063	fbxb-1	T26H2.1	177705_at
WBGene00012064	fbxb-115	T26H2.2	177752_at
WBGene00012065	fbxb-2	T26H2.3	178162_at
WBGene00012066	fbxb-116	T26H2.4	178175_at
WBGene00012067	sqst-3	T26H2.5	193359_at
WBGene00006140	str-81	T26H2.6a	178173_at
NA	NA	T26H2.7	178206_at
WBGene00005653	srr-2	T26H2.8	177854_at
WBGene00003669	nhr-79	T26H2.9a	193540_s_at
NA	NA	T26H5.1	178578_at
NA	NA	T26H5.2	178475_at
WBGene00005446	srh-239	T26H5.3	179490_at
WBGene00012069	T26H5.4	T26H5.4a	179160_at
WBGene00005780	srw-33	T26H5.5	178419_at
WBGene00012070	T26H5.8	T26H5.8	178909_at
NA	NA	T26H8.1	172747_x_at
WBGene00005939	srx-48	T26H8.2	193358_at
NA	NA	T26H8.3	178637_at
WBGene00077588	T26H8.5	T26H8.5	185345_at
WBGene00005324	T27A1.1	T27A1.1	188317_at
WBGene00020834	T27A1.2	T27A1.2	179912_at
WBGene00020835	T27A1.3	T27A1.3	182216_at
WBGene00020836	lgc-34	T27A1.4	190374_at
WBGene00020837	slc-36.2	T27A1.5a	179930_at
WBGene00003106	mab-9	T27A1.6	192729_at
WBGene00005512	srh-105	T27A1.7	189038_at
WBGene00020844	T27A10.2	T27A10.2	184779_at
WBGene00000515	ckc-1	T27A10.3a	189316_at
WBGene00020845	T27A10.5	T27A10.5	184816_at
WBGene00020846	T27A10.6	T27A10.6	174781_at
WBGene00020846	T27A10.6	T27A10.6	184811_at
WBGene00020847	cgr-1	T27A10.7	186153_s_at
WBGene00020838	traK-1	T27A3.1a	182703_s_at
WBGene00020839	usp-5	T27A3.2	192961_at
WBGene00006044	ssp-16	T27A3.3	188203_at
WBGene00020840	spch-3	T27A3.4	186105_s_at
WBGene00020841	T27A3.5	T27A3.5	181933_at
WBGene00020842	T27A3.6	T27A3.6	182114_at
WBGene00020843	T27A3.7	T27A3.7	175535_at
WBGene00020843	T27A3.7	T27A3.7	182045_at
WBGene00012073	cpd-2	T27A8.1	189381_at
WBGene00012074	T27A8.2	T27A8.2	189248_at
WBGene00012075	T27A8.3	T27A8.3	192690_s_at
WBGene00012076	T27A8.4	T27A8.4	178049_at
WBGene00012077	T27A8.5	T27A8.5	179070_at
WBGene00003883	osm-1	T27B1.1	193309_at
WBGene00003933	pat-9	T27B1.2	174623_at
WBGene00003933	pat-9	T27B1.2	188754_at
WBGene00003649	nhr-59	T27B7.1	172034_x_at
WBGene00003649	nhr-59	T27B7.1	172722_x_at
WBGene00020849	nhr-225	T27B7.2	190028_at
WBGene00020850	nhr-226	T27B7.3	189996_at
WBGene00003705	nhr-115	T27B7.4a	189980_at
WBGene00020851	nhr-227	T27B7.5a	190082_at
WBGene00020852	nhr-228	T27B7.6a	190095_at
WBGene00020853	fbxa-137	T27B7.7	183923_at
WBGene00020856	srt-61	T27C10.1	184690_at
WBGene00020857	srt-62	T27C10.2	184673_at
WBGene00020858	mop-25.3	T27C10.3	185470_at
WBGene00020859	bath-25	T27C10.4	190965_at
WBGene00003068	lrk-1	T27C10.6	189274_s_at
WBGene00003068	lrk-1	T27C10.6	188484_s_at
WBGene00020854	T27C4.1	T27C4.1	179928_s_at
WBGene00020855	hpo-36	T27C4.2	180149_at
WBGene00006096	str-30	T27C4.3	191169_at
WBGene00003025	lin-40	T27C4.4a	188166_s_at
WBGene00003025	lin-40	T27C4.4a	188149_s_at
WBGene00005339	srh-120	T27C5.1	177618_at
WBGene00012083	T27C5.10	T27C5.10	182676_at
WBGene00044059	T27C5.12	T27C5.12	177589_at
WBGene00005944	srx-53	T27C5.2	178270_s_at
WBGene00005944	srx-53	T27C5.2	178269_at
NA	NA	T27C5.4	172195_x_at
WBGene00005349	srh-132	T27C5.5	178263_at
WBGene00005349	srh-132	T27C5.5	186543_s_at
NA	NA	T27C5.6	178424_at
WBGene00012081	T27C5.8	T27C5.8	178312_at
NA	NA	T27C5.9	193786_at
WBGene00000885	cyn-9	T27D1.1	193191_s_at
WBGene00012084	npr-15	T27D1.3	191804_s_at
WBGene00012085	T27D12.1	T27D12.1a	191788_at
WBGene00000528	clh-1	T27D12.2a	171740_x_at
WBGene00000528	clh-1	T27D12.2a	171764_x_at
WBGene00000528	clh-1	T27D12.2a	171999_x_at
WBGene00000528	clh-1	T27D12.2a	172024_x_at
WBGene00000528	clh-1	T27D12.2a	172912_x_at
WBGene00012086	clec-144	T27D12.3	172349_x_at
WBGene00012086	clec-144	T27D12.3	184911_at
WBGene00012086	clec-144	T27D12.3	184912_s_at
WBGene00003979	pes-5	T27D12.4a	182399_s_at
WBGene00020861	T27E4.1	T27E4.1	180353_at
WBGene00002019	hsp-16.48	T27E4.3	172901_x_at
WBGene00020862	fip-2	T27E4.4	171986_x_at
WBGene00020862	fip-2	T27E4.4	172284_x_at
WBGene00020863	T27E4.5	T27E4.5	180480_at
WBGene00020864	oac-50	T27E4.6	173571_s_at
WBGene00020865	T27E4.7	T27E4.7	173756_at
WBGene00020865	T27E4.7	T27E4.7	173757_s_at
WBGene00002015	hsp-16.1	T27E4.8	189087_s_at
WBGene00012087	T27E7.1	T27E7.1	178108_at
WBGene00012088	T27E7.3	T27E7.3	178242_at
WBGene00012089	T27E7.4	T27E7.4	178361_at
WBGene00012090	T27E7.5	T27E7.5	178201_at
WBGene00012091	T27E7.6	T27E7.6	178075_at
NA	NA	T27E7.7	172731_x_at
WBGene00005285	srh-63	T27E7.8	178000_at
WBGene00006439	ant-1.1	T27E9.1a	190515_s_at
WBGene00012094	T27E9.2	T27E9.2	193880_at
WBGene00000407	cdk-5	T27E9.3	173139_s_at
WBGene00000407	cdk-5	T27E9.3	193875_s_at
WBGene00002185	kel-3	T27E9.4a	190511_at
WBGene00012095	pssy-2	T27E9.5	191851_at
WBGene00012096	T27E9.6	T27E9.6	178470_s_at
WBGene00012097	abcf-2	T27E9.7	173474_at
WBGene00012097	abcf-2	T27E9.7	191496_s_at
WBGene00012098	fbxb-86 	T27E9.8	179001_at
WBGene00012099	acc-4	T27E9.9	190663_s_at
WBGene00004806	skp-1	T27F2.1	173328_s_at
WBGene00004806	skp-1	T27F2.1	193488_at
WBGene00012100	sipa-1	T27F2.2a	193312_at
WBGene00000249	bir-1	T27F2.3	193166_at
WBGene00012101	zip-10	T27F2.4	179204_s_at
WBGene00012102	T27F6.1	T27F6.1	179311_at
WBGene00012103	clec-12	T27F6.2	193997_at
WBGene00012104	sygl-1	T27F6.4	179181_at
WBGene00004190	pars-2	T27F6.5a	174242_s_at
WBGene00004190	pars-2	T27F6.5a	193689_at
WBGene00012105	T27F6.6	T27F6.6	179450_at
WBGene00012106	T27F6.7	T27F6.7	179515_at
WBGene00012107	T27F6.8	T27F6.8	179171_at
WBGene00020866	vps-24	T27F7.1	181387_at
WBGene00020867	shc-2	T27F7.2a	176885_at
WBGene00194986	T27F7.4	T27F7.4	176856_at
WBGene00194986	T27F7.4	T27F7.4	174047_at
WBGene00005595	srj-7	T28A11.10	186641_at
WBGene00001771	gst-23	T28A11.11	191653_at
WBGene00005599	srj-11	T28A11.12	186727_at
WBGene00020875	T28A11.13	T28A11.13	186585_at
WBGene00020877	srt-63	T28A11.15	186535_at
WBGene00020878	T28A11.16	T28A11.16	186655_at
WBGene00020880	T28A11.18	T28A11.18	186550_at
WBGene00020881	T28A11.19	T28A11.19	186720_at
WBGene00020883	fbxa-64	T28A11.21	186516_at
WBGene00020869	T28A11.2	T28A11.2a	184849_at
WBGene00020871	T28A11.4	T28A11.4	184851_at
WBGene00020872	T28A11.5 	T28A11.5	184633_at
WBGene00020873	T28A11.6 	T28A11.6	185101_at
WBGene00020874	srbc-5	T28A11.7	185262_at
WBGene00005596	srj-8	T28A11.9	184893_at
WBGene00006691	twk-40	T28A8.1a	178482_at
WBGene00012108	T28A8.2	T28A8.2	179150_at
WBGene00012109	T28A8.3	T28A8.3	178911_at
WBGene00012110	T28A8.4	T28A8.4	179146_at
WBGene00012112	T28A8.6	T28A8.6	179300_at
WBGene00003373	mlh-1	T28A8.7	173345_s_at
WBGene00003373	mlh-1	T28A8.7	192890_s_at
WBGene00194852	T28A8.8	T28A8.8a	179004_at
WBGene00012117	T28B11.1	T28B11.1a	182269_at
WBGene00012117	T28B11.1	T28B11.1a	174630_at
WBGene00020884	T28B4.1	T28B4.1a	175325_at
WBGene00020884	T28B4.1	T28B4.1a	187769_at
WBGene00020885	T28B4.2 	T28B4.2	180629_at
WBGene00020886	ttr-6	T28B4.3	180703_at
WBGene00020887	T28B4.4	T28B4.4	181524_at
WBGene00012113	T28B8.1	T28B8.1	178359_s_at
WBGene00002101	ins-18	T28B8.2	193494_at
WBGene00012114	T28B8.3	T28B8.3a	192411_at
WBGene00012115	T28B8.4	T28B8.4	192444_at
WBGene00012116	del-4	T28B8.5	190395_at
WBGene00020888	T28C12.1	T28C12.1	185568_at
WBGene00020889	T28C12.2	T28C12.2	185917_at
WBGene00020890	fbxa-202	T28C12.3	186029_at
WBGene00020891	T28C12.4	T28C12.4a	188698_s_at
WBGene00020891	T28C12.4	T28C12.4a	188697_at
WBGene00020892	T28C12.5	T28C12.5	188613_at
WBGene00020893	T28C12.6	T28C12.6	185343_at
WBGene00012118	grsp-2	T28C6.1a	179336_at
WBGene00012118	grsp-2	T28C6.1a	172246_at
WBGene00012119	T28C6.3	T28C6.3	179284_at
WBGene00000691	col-117	T28C6.4	172862_x_at
WBGene00012120	T28C6.5	T28C6.5	179251_at
WBGene00012121	T28C6.7	T28C6.7a	174685_at
WBGene00012121	T28C6.7	T28C6.7a	179200_at
WBGene00012122	T28C6.8	T28C6.8	174505_at
WBGene00012122	T28C6.8	T28C6.8	179102_at
WBGene00006533	tba-7	T28D6.2	190141_s_at
WBGene00012123	T28D6.3	T28D6.3	179502_at
WBGene00012124	T28D6.4	T28D6.4	190357_at
WBGene00012125	T28D6.5	T28D6.5a	178274_at
WBGene00012126	T28D6.6	T28D6.6a	173324_s_at
WBGene00012126	T28D6.6	T28D6.6a	178534_s_at
WBGene00012127	T28D6.7	T28D6.7	179154_at
WBGene00003975	pen-2	T28D6.9	178267_at
WBGene00020894	T28D9.1	T28D9.1	194160_s_at
WBGene00020894	T28D9.1	T28D9.1	187211_at
WBGene00004916	snr-3	T28D9.10a	193119_s_at
WBGene00020899	T28D9.11	T28D9.11	172691_x_at
WBGene00004702	rsp-5	T28D9.2a	171761_x_at
WBGene00004702	rsp-5	T28D9.2a	189363_at
WBGene00020895	T28D9.3	T28D9.3a	187493_at
WBGene00020896	T28D9.4	T28D9.4a	187230_at
WBGene00020897	del-10	T28D9.7	171857_x_at
WBGene00020897	del-10	T28D9.7	188966_s_at
WBGene00020898	T28D9.9	T28D9.9	187549_at
WBGene00020904	T28F12.1	T28F12.1	174458_at
WBGene00020904	T28F12.1	T28F12.1	185016_at
WBGene00006796	unc-62	T28F12.2a	171944_x_at
WBGene00006796	unc-62	T28F12.2a	192045_s_at
WBGene00004947	sos-1	T28F12.3	184768_at
WBGene00004947	sos-1	T28F12.3	177179_at
WBGene00020900	T28F2.1	T28F2.1	183175_at
WBGene00020901	T28F2.2	T28F2.2	182182_at
WBGene00000284	cah-6	T28F2.3	189711_at
WBGene00020902	jmjc-1	T28F2.4a	173194_s_at
WBGene00020902	jmjc-1	T28F2.4a	183360_s_at
WBGene00000368	ccb-1	T28F2.5	192518_at
WBGene00000627	col-50	T28F2.6	189717_at
WBGene00020903	acd-5	T28F2.7	176727_at
WBGene00000628	col-51	T28F2.8	189713_at
WBGene00012128	nra-1	T28F3.1a	173663_at
WBGene00012128	nra-1	T28F3.1a	188777_s_at
WBGene00044067	hke-4.1	T28F3.3	186687_at
WBGene00012130	slc-17.4	T28F3.4a	191917_at
WBGene00012131	T28F3.5	T28F3.5a	194117_at
WBGene00012132	ifta-2	T28F3.6	178256_at
NA	NA	T28F3.7	177588_at
WBGene00012135	T28F3.9	T28F3.9	184284_s_at
WBGene00012135	T28F3.9	T28F3.9	177518_at
WBGene00012136	T28F4.1	T28F4.1	178570_s_at
WBGene00012137	asic-2	T28F4.2	191981_at
WBGene00012138	T28F4.3	T28F4.3	191535_at
WBGene00012139	T28F4.4	T28F4.4	179053_at
WBGene00012140	T28F4.5	T28F4.5	178922_at
WBGene00012141	T28F4.6	T28F4.6	178783_at
WBGene00012142	T28H10.1	T28H10.1	191632_at
WBGene00012143	T28H10.2	T28H10.2	180520_at
WBGene00012144	T28H10.3	T28H10.3	192181_at
WBGene00006053	ssq-4	T28H11.1	189829_at
WBGene00006053	ssq-4	T28H11.1	188226_s_at
WBGene00005638	srm-1	T28H11.2	191201_at
WBGene00005639	srm-2	T28H11.3	191083_at
WBGene00003976	pes-1	T28H11.4a	188273_at
WBGene00006051	ssq-2	T28H11.5	188227_at
WBGene00006051	ssq-2	T28H11.5	189827_at
WBGene00020905	T28H11.7	T28H11.7	185624_s_at
WBGene00020906	T28H11.8	T28H11.8	190998_at
NA	NA	U18530	AFFX-r2-YEL018w/-3_at
NA	NA	U55384.1	AFFX-Ce_catalase_3_s_at
NA	NA	U55384.1	AFFX-Ce_catalase_5_s_at
NA	NA	U55384.1	AFFX-Ce_catalase_M_s_at
WBGene00012147	VC27A7L.1	VC27A7L.1	186467_at
WBGene00020908	VC5.2	VC5.2	177335_at
WBGene00003786	npa-1	VC5.3a	177317_at
WBGene00007029	mys-1	VC5.4	177347_at
WBGene00044699	nhr-286	VC5.6	177331_at
WBGene00004089	ppk-3	VF11C1L.1	173846_at
WBGene00004089	ppk-3	VF11C1L.1	191812_s_at
WBGene00012148	inos-1	VF13D12L.1	192666_s_at
WBGene00012149	VF13D12L.3	VF13D12L.3	186525_at
WBGene00012149	VF13D12L.3	VF13D12L.3	175407_at
WBGene00000147	aph-1	VF36H2L.1	186386_s_at
WBGene00012150	syx-17	VF39H2L.1	186104_at
 WBGene00012151	VH15N14R.1 	VH15N14R.1	186668_s_at
WBGene00014848	VM106R.1	VM106R.1	183026_at
WBGene00006915	vha-6	VW02B12L.1	192555_s_at
WBGene00012155	VW02B12L.2	VW02B12L.2	186834_at
WBGene00012156	ebp-2	VW02B12L.3	186965_at
WBGene00012158	ucr-2.1	VW06B3R.1a	191832_at
WBGene00012162	sek-6	VZC374L.1	190933_at
WBGene00001398	fat-6	VZK822L.1a	187997_s_at
WBGene00020909	W01A11.1	W01A11.1	189755_at
WBGene00020910	dgtr-1	W01A11.2	185830_at
WBGene00006815	unc-83	W01A11.3a	174629_at
WBGene00006815	unc-83	W01A11.3a	185846_at
WBGene00002273	lec-10	W01A11.4	190281_at
WBGene00020911	cpt-6	W01A11.5	192205_s_at
WBGene00003385	moc-2	W01A11.6	186120_at
WBGene00020912	W01A11.7	W01A11.7	186066_at
WBGene00007024	plin-1	W01A8.1a	171828_x_at
WBGene00007024	plin-1	W01A8.1a	177949_at
WBGene00007024	plin-1	W01A8.1a	177950_s_at
WBGene00012164	W01A8.2	W01A8.2	177455_s_at
WBGene00012165	cutl-6	W01A8.3	188386_at
WBGene00012166	nuo-6	W01A8.4	177398_at
WBGene00012167	tofu-5	W01A8.5	177472_at
WBGene00012168	W01A8.6	W01A8.6	190551_at
WBGene00020913	W01B11.1	W01B11.1	184241_at
WBGene00020914	sulp-6	W01B11.2	190277_at
WBGene00020915	nol-5	W01B11.3	173037_at
WBGene00020915	nol-5	W01B11.3	184243_s_at
WBGene00004154	pqn-72	W01B11.5a	172667_x_at
WBGene00004154	pqn-72	W01B11.5a	172666_x_at
WBGene00004154	pqn-72	W01B11.5a	192779_at
WBGene00020917	W01B11.6	W01B11.6a	175307_s_at
WBGene00020917	W01B11.6	W01B11.6a	174776_at
WBGene00000858	cwn-2	W01B6.1	191723_s_at
WBGene00012169	W01B6.2	W01B6.2	190510_at
WBGene00012170	W01B6.3	W01B6.3	192512_at
WBGene00012171	W01B6.4	W01B6.4	178042_at
WBGene00012172	W01B6.5	W01B6.5	190455_at
WBGene00012173	W01B6.6	W01B6.6	190058_at
WBGene00000593	col-2	W01B6.7	192755_s_at
WBGene00012174	W01B6.8	W01B6.8	178160_at
WBGene00003576	ndc-80	W01B6.9	177760_at
WBGene00020918	W01C8.1	W01C8.1	184136_at
WBGene00020919	set-19	W01C8.3	174006_at
WBGene00020919	set-19	W01C8.3	193848_s_at
WBGene00020920	set-20	W01C8.4a	183238_s_at
WBGene00020921	W01C8.5	W01C8.5a	174277_s_at
WBGene00020921	W01C8.5	W01C8.5a	183408_at
WBGene00000295	cat-1	W01C8.6a	193560_s_at
WBGene00012175	W01C9.1	W01C9.1	177557_at
WBGene00012176	W01C9.2	W01C9.2	177851_at
WBGene00004155	pqn-73	W01C9.3a	173584_s_at
WBGene00012177	decr-1.2	W01C9.4	191706_at
WBGene00012178	glb-27	W01C9.5	188064_at
WBGene00012179	W01D2.1	W01D2.1	193079_s_at
WBGene00003651	nhr-61	W01D2.2a	193603_s_at
WBGene00012180	W01D2.3	W01D2.3a	179678_at
WBGene00012181	srt-11	W01D2.4	179542_at
WBGene00012182	osta-3	W01D2.5a	179359_at
WBGene00012184	mnr-1	W01F3.1a	179782_s_at
WBGene00012185	W01F3.2	W01F3.2	173274_s_at
